Geographic Area,City,percent_completed_hs,poverty_rate
PA,West Leechburg borough,92.7,4.6
PA,West Liberty borough,91.2,22.1
PA,West Mayfield borough,91.5,16.2
PA,West Middlesex borough,89.8,16.6
PA,West Middletown borough,92.9,13.3
PA,West Mifflin borough,93.5,13.1
PA,West Milton CDP,91.3,3
PA,Westmont borough,98.7,9.3
PA,West Nanticoke CDP,83,6.8
PA,West Newton borough,90.5,15.5
PA,Weston CDP,98.2,11.8
PA,Westover borough,83.6,11.7
PA,West Pittsburg CDP,86,15.1
PA,West Pittston borough,92.7,12.8
PA,West Reading borough,87.4,8.4
PA,West Sunbury borough,95.7,3.4
PA,West View borough,93.1,7.6
PA,West Waynesburg CDP,69.1,25
PA,Westwood CDP,90.8,24.9
PA,West Wyoming borough,95.6,8.8
PA,West Wyomissing CDP,92.3,0.9
PA,West York borough,89.9,18.9
PA,Wheatland borough,90.7,24.5
PA,Whitaker borough,91.5,18.2
PA,Whitehall borough,91.9,10.2
PA,White Haven borough,91.4,14.4
PA,White Mills CDP,91.6,16
PA,White Oak borough,93.7,3.4
PA,Whitfield CDP,96.7,5.4
PA,Wickerham Manor-Fisher CDP,93.5,1.7
PA,Wiconsico CDP,81.4,16.2
PA,Wilburton Number One CDP,83.2,8.4
PA,Wilburton Number Two CDP,88.7,10.1
PA,Wilcox CDP,93.6,14
PA,Wilkes-Barre city,83.2,28.9
PA,Wilkinsburg borough,90.8,24.1
PA,Williamsburg borough,89.5,21.6
PA,Williamsport city,86.1,27.3
PA,Williamstown borough,87.1,9
PA,Willow Grove CDP,94.1,7.5
PA,Willow Street CDP,94.7,5.2
PA,Wilmerding borough,86.5,32.3
PA,Wilmore borough,96.9,8.1
PA,Wilson borough,90.3,11.3
PA,Windber borough,89.8,19.1
PA,Wind Gap borough,89.4,9.6
PA,Wind Ridge CDP,89.5,4.9
PA,Windsor borough,82.1,22.3
PA,Winfield CDP,86.8,4.2
PA,Winterstown borough,85.4,5.4
PA,Witmer CDP,84.4,5.7
PA,Wolfdale CDP,85.8,16.5
PA,Womelsdorf borough,85.2,5.3
PA,Woodbourne CDP,98.1,0.7
PA,Woodbury borough,93.3,6.9
PA,Woodcock borough,93.3,18.5
PA,Woodland Heights CDP,95.3,18.6
PA,Woodlyn CDP,89.9,13.8
PA,Woodside CDP,98.3,4.4
PA,Woodward CDP,84,22.8
PA,Wormleysburg borough,92.9,17
PA,Worthington borough,92.8,14.7
PA,Worthville borough,98.2,2.9
PA,Woxall CDP,95.1,1.1
PA,Wrightsville borough,79.2,15.6
PA,Wyalusing borough,90.5,8.5
PA,Wyano CDP,85.7,16.3
PA,Wylandville CDP,79.9,8.9
PA,Wyncote CDP,93.2,12
PA,Wyndmoor CDP,91.8,4.6
PA,Wyoming borough,90.7,12.9
PA,Wyomissing borough,95.9,5.2
PA,Yardley borough,98.4,3.7
PA,Yatesville borough,93.7,5.2
PA,Yeadon borough,92.6,12.5
PA,Yeagertown CDP,69.7,9.7
PA,Yoe borough,86.2,20.1
PA,York city,76.5,37.3
PA,Yorkana borough,90,14
PA,York Haven borough,80.9,22.1
PA,Yorklyn CDP,93.6,3.6
PA,York Springs borough,62,34.7
PA,Youngstown borough,94.4,3.8
PA,Youngsville borough,92.7,8.9
PA,Youngwood borough,90.3,14.2
PA,Yukon CDP,87.3,15.4
PA,Zelienople borough,92.9,6.7
PA,Zion CDP,99.7,0.3
RI,Ashaway CDP,95.8,0
RI,Bradford CDP,70.5,7.5
RI,Carolina CDP,93.8,3.6
RI,Central Falls city,55.5,33.2
RI,Charlestown CDP,94.7,5.1
RI,Chepachet CDP,90.3,6.4
RI,Clayville CDP,92.4,0
RI,Cranston city,87.9,11.6
RI,Cumberland Hill CDP,91.9,4.5
RI,East Providence city,82.3,12.2
RI,Foster Center CDP,73,1.5
RI,Greene CDP,91.2,6.7
RI,Greenville CDP,90.9,3.8
RI,Harmony CDP,86.7,1.4
RI,Harrisville CDP,89.3,16.3
RI,Hope Valley CDP,98.9,3.2
RI,Hopkinton CDP,91.9,9.6
RI,Kingston CDP,96,23.3
RI,Melville CDP,95.7,17.7
RI,Misquamicut CDP,98.6,4.3
RI,Narragansett Pier CDP,92.8,14.5
RI,Newport city,91.9,15.1
RI,Newport East CDP,91.5,10.4
RI,Pascoag CDP,87.5,13.9
RI,Pawtucket city,78.4,20.6
RI,Providence city,74.2,29.1
RI,Quonochontaug CDP,95.4,5.9
RI,Tiverton CDP,89.4,6.8
RI,Valley Falls CDP,85.8,10
RI,Wakefield-Peacedale CDP,94.1,13.7
RI,Warwick city,91.3,7
RI,Watch Hill CDP,100,12.5
RI,Weekapaug CDP,100,6.7
RI,Westerly CDP,89.3,10.2
RI,Woonsocket city,79.2,25
RI,Wyoming CDP,89.6,0
SC,Abbeville city,79.5,38.9
SC,Aiken city,89.5,16.2
SC,Alcolu CDP,80.9,34
SC,Allendale town,75.4,29.8
SC,Anderson city,79.7,25.3
SC,Andrews town,81.9,37.5
SC,Antreville CDP,42.7,3.3
SC,Arcadia CDP,71.3,44.7
SC,Arcadia Lakes town,96.9,6.3
SC,Arial CDP,81.8,22.8
SC,Atlantic Beach town,84,52.8
SC,Awendaw town,80.6,24.7
SC,Aynor town,77.8,20.2
SC,Bamberg town,81.2,21.9
SC,Barnwell city,79.9,40.3
SC,Batesburg-Leesville town,77.8,32.5
SC,Beaufort city,89.7,20.7
SC,Belton city,78.4,18.1
SC,Belvedere CDP,80.5,22.3
SC,Bennettsville city,66.7,35.4
SC,Berea CDP,75.1,33.7
SC,Bethune town,83.6,21
SC,Bishopville city,78,50.1
SC,Blacksburg town,75.9,40.6
SC,Blackville town,75,35.9
SC,Blenheim town,88.8,9.5
SC,Bluffton town,92.7,10.2
SC,Blythewood town,95.3,2.3
SC,Boiling Springs CDP,90.6,6.8
SC,Bonneau town,77.5,26.3
SC,Bonneau Beach CDP,81.8,24.4
SC,Bowman town,82.7,16.9
SC,Boykin CDP,100,0
SC,Bradley CDP,80.6,38.3
SC,Branchville town,84.8,23.1
SC,Briarcliffe Acres town,97.7,10.3
SC,Brookdale CDP,78.2,42.8
SC,Brunson town,87,23
SC,Bucksport CDP,80,31.3
SC,Buffalo CDP,81,30.8
SC,Burnettown town,82.4,21.7
SC,Burton CDP,83.9,14.7
SC,Calhoun Falls town,69.5,23.7
SC,Camden city,84.9,18.2
SC,Cameron town,89.4,18.4
SC,Campobello town,82.2,23.8
SC,Cane Savannah CDP,91.8,18
SC,Carlisle town,78.4,24.4
SC,Catawba CDP,67.3,42
SC,Cayce city,89.5,23.3
SC,Centerville CDP,86.6,9.3
SC,Central town,88.4,37.4
SC,Central Pacolet town,59.1,32.3
SC,Chapin town,93,5.7
SC,Charleston city,93.6,17.8
SC,Cheraw town,74.4,32.4
SC,Cherryvale CDP,65.5,21.3
SC,Chesnee city,62.3,34.9
SC,Chester city,77.5,41.7
SC,Chesterfield town,73.4,29
SC,City View CDP,55.1,65.4
SC,Clarks Hill CDP,63,23.5
SC,Clearwater CDP,83,33
SC,Clemson city,96.4,39.8
SC,Clifton CDP,71.5,28.4
SC,Clinton city,75.6,36.4
SC,Clio town,79.4,29.2
SC,Clover town,86.5,22.6
SC,Cokesbury CDP,63.7,8.5
SC,Columbia city,87.2,24.2
SC,Converse CDP,78.3,43.2
SC,Conway city,85.6,32
SC,Cope town,76.7,21.4
SC,Cordova town,91.8,32.5
SC,Coronaca CDP,100,0
SC,Cottageville town,81.6,8.3
SC,Coward town,73.5,20.1
SC,Cowpens town,75.6,24.8
SC,Cross Anchor CDP,73.2,0
SC,Cross Hill town,77.7,7.5
SC,Dalzell CDP,85.5,22.6
SC,Darlington city,79.3,28.6
SC,Denmark city,76.2,52.1
SC,Dentsville CDP,86.5,17.9
SC,Dillon city,68.4,42.1
SC,Donalds town,76,28.7
SC,Due West town,88,15.5
SC,Duncan town,90.7,22.9
SC,Dunean CDP,73.9,26.7
SC,Easley city,84.8,13.6
SC,East Gaffney CDP,67,30.8
SC,Eastover town,59.4,41.3
SC,East Sumter CDP,74.3,20.5
SC,Edgefield town,76.1,22.8
SC,Edisto CDP,77.4,41.5
SC,Edisto Beach town,98.6,4.3
SC,Ehrhardt town,84.1,33.2
SC,Elgin town,81.7,12.1
SC,Elgin CDP,86.8,28
SC,Elko town,72.4,47
SC,Elloree town,80.6,26.9
SC,Enoree CDP,76.7,10.4
SC,Estill town,75.1,24.4
SC,Eureka Mill CDP,74.2,26.3
SC,Eutawville town,72,29.5
SC,Fairfax town,83,37.1
SC,Fairforest CDP,74.5,24
SC,Fair Play CDP,80.9,1.9
SC,Fingerville CDP,50,0
SC,Five Forks CDP,96.4,1.5
SC,Florence city,88.8,18.4
SC,Folly Beach city,100,11.5
SC,Forest Acres city,96.5,11
SC,Forestbrook CDP,92.4,4
SC,Fort Lawn town,73.1,19.3
SC,Fort Mill town,90.3,12.5
SC,Fountain Inn city,90.8,13
SC,Furman town,64.9,20.5
SC,Gadsden CDP,84.4,16.4
SC,Gaffney city,77.5,28.2
SC,Gantt CDP,72.9,29.5
SC,Garden City CDP,88.8,10.8
SC,Gaston town,84.4,14.5
SC,Gayle Mill CDP,53.8,65.3
SC,Georgetown city,83.6,33.9
SC,Gifford town,62.2,35.5
SC,Gilbert town,74.1,2.2
SC,Glendale CDP,70.4,32.6
SC,Gloverville CDP,66.6,39.2
SC,Golden Grove CDP,83.4,11.5
SC,Goose Creek city,92.9,11.2
SC,Govan town,61.8,20.3
SC,Gramling CDP,-,-
SC,Graniteville CDP,77.3,40.5
SC,Gray Court town,66.9,17
SC,Great Falls town,72,28.2
SC,Greeleyville town,93.7,43.5
SC,Greenville city,87.7,19.3
SC,Greenwood city,72.1,34.9
SC,Greer city,84.5,18.9
SC,Hampton town,85.9,14.1
SC,Hanahan city,90.1,12.4
SC,Hardeeville city,84.6,24.2
SC,Harleyville town,83.9,28.5
SC,Hartsville city,83.9,33.9
SC,Heath Springs town,78.2,26.8
SC,Hemingway town,93.3,24.8
SC,Hickory Grove town,76.4,14.9
SC,Hilda town,68.1,20.4
SC,Hilton Head Island town,93,10.3
SC,Hodges town,91.8,6.1
SC,Holly Hill town,70.7,30.1
SC,Hollywood town,86.9,6.9
SC,Homeland Park CDP,71.4,23.6
SC,Honea Path town,77.9,28
SC,Hopkins CDP,67.2,18.6
SC,India Hook CDP,89.6,13.8
SC,Inman city,79.9,22.6
SC,Inman Mills CDP,75.4,30.8
SC,Irmo town,92.6,16.4
SC,Irwin CDP,78.3,20.6
SC,Islandton CDP,100,0
SC,Isle of Palms city,99,10.7
SC,Iva town,66.4,26.9
SC,Jackson town,87.1,14
SC,Jacksonboro CDP,79,34.2
SC,James Island town,93.6,8.2
SC,Jamestown town,89.1,16.3
SC,Jefferson town,79.9,34.5
SC,Jenkinsville town,83.1,15.5
SC,Joanna CDP,79.3,17.9
SC,Johnsonville city,79.7,20.5
SC,Johnston town,70,27.5
SC,Jonesville town,68,43.2
SC,Judson CDP,62.8,38.7
SC,Kershaw town,82.2,34.4
SC,Kiawah Island town,99.6,6.1
SC,Kingstree town,80.9,42.5
SC,Kline town,77,50.3
SC,Ladson CDP,84.4,9.7
SC,Lake City city,72.1,29.7
SC,Lake Murray of Richland CDP,93.7,4.4
SC,Lake Secession CDP,71.3,23.9
SC,Lake View town,82.4,22.4
SC,Lakewood CDP,79.7,7.1
SC,Lake Wylie CDP,96.4,3.9
SC,Lamar town,73.7,18
SC,Lancaster city,80.5,30.1
SC,Landrum city,84,20.1
SC,Lane town,90,31.1
SC,Langley CDP,64.1,35.2
SC,Latta town,78.8,31.1
SC,Laurel Bay CDP,90.8,16.3
SC,Laurens city,78.4,23.6
SC,Lesslie CDP,83.6,12.1
SC,Lexington town,93.7,11.7
SC,Liberty city,79.3,21.7
SC,Lincolnville town,80.9,22.3
SC,Little Mountain town,94.4,2.7
SC,Little River CDP,90.1,8.7
SC,Livingston town,84.6,13.9
SC,Lockhart town,73.5,34
SC,Lodge town,92.1,13.5
SC,Loris city,83.1,25.4
SC,Lowndesville town,61.6,60.3
SC,Lowrys town,78.6,5.9
SC,Lugoff CDP,92.2,9.9
SC,Luray town,79.4,31.8
SC,Lydia CDP,72.2,17.3
SC,Lyman town,88.2,9.2
SC,Lynchburg town,79,42.1
SC,McBee town,74.9,41.2
SC,McClellanville town,98.2,3.1
SC,McColl town,74.4,33.3
SC,McConnells town,85.3,11.4
SC,McCormick town,70.9,28.4
SC,Manning city,73.6,31.2
SC,Marion city,86.7,38.8
SC,Mauldin city,93.3,6.5
SC,Mayesville town,76.1,30.3
SC,Mayo CDP,71.5,9.7
SC,Meggett town,90.1,9.9
SC,Modoc CDP,97,6.6
SC,Monarch Mill CDP,71.7,17.2
SC,Moncks Corner town,84.7,14.2
SC,Monetta town,83.7,29.8
SC,Mount Carmel CDP,52.3,25.5
SC,Mount Croghan town,81.7,17.2
SC,Mount Pleasant town,97.6,7.4
SC,Mountville CDP,100,21.7
SC,Mulberry CDP,73.2,53
SC,Mullins city,77.2,23.8
SC,Murphys Estates CDP,74.5,27.1
SC,Murrells Inlet CDP,93.8,10.4
SC,Myrtle Beach city,85.7,23.7
SC,Neeses town,79.8,18.8
SC,Newberry city,74.9,26.3
SC,New Ellenton town,82.4,26.2
SC,Newport CDP,96.4,2.8
SC,Newry CDP,37.5,15.9
SC,Nichols town,77.9,20.3
SC,Ninety Six town,88.7,19
SC,Norris town,73.1,16
SC,North town,73.3,35
SC,North Augusta city,91,11.8
SC,North Charleston city,81.8,22.7
SC,North Hartsville CDP,80.6,15.1
SC,Northlake CDP,95.1,7.6
SC,North Myrtle Beach city,92.7,13.1
SC,Norway town,89.4,25.7
SC,Oak Grove CDP,89.1,7.6
SC,Oakland CDP,83.1,6.3
SC,Olanta town,76,32.7
SC,Olar town,84.8,11.3
SC,Orangeburg city,85,30.4
SC,Oswego CDP,0,0
SC,Pacolet town,75,28
SC,Pageland town,70.4,22
SC,Pamplico town,77.3,25.8
SC,Parker CDP,63.4,36.3
SC,Parksville town,95.9,10.9
SC,Patrick town,81.5,33.2
SC,Pawleys Island town,100,16.5
SC,Paxville town,85,27.9
SC,Peak town,82.8,45.1
SC,Pelion town,91.6,15.5
SC,Pelzer town,94.7,29.3
SC,Pendleton town,79.1,32.3
SC,Perry town,66.3,50.8
SC,Pickens city,67.9,28.1
SC,Piedmont CDP,82.4,19.6
SC,Pine Ridge town,93.3,4.9
SC,Pinewood town,72.6,36.2
SC,Pinopolis CDP,98.4,4
SC,Plum Branch town,97.4,17
SC,Pomaria town,77.9,3.9
SC,Port Royal town,92.9,14.8
SC,Powdersville CDP,87.9,11.5
SC,Princeton CDP,100,0
SC,Privateer CDP,83.3,14.4
SC,Promised Land CDP,56.5,21.2
SC,Prosperity town,77.3,20.4
SC,Quinby town,93,3
SC,Ravenel town,81.2,29
SC,Red Bank CDP,86.1,17.4
SC,Red Hill CDP,87.3,24.1
SC,Reevesville town,76.4,9.6
SC,Reidville town,91.3,8.3
SC,Rembert CDP,85.1,4.1
SC,Richburg town,77.5,27
SC,Ridgeland town,75.6,22.8
SC,Ridge Spring town,83.9,20.3
SC,Ridgeville town,64.4,14.8
SC,Ridgeway town,87.1,23.6
SC,Riverview CDP,63.9,11.6
SC,Rock Hill city,88,18.6
SC,Rockville town,97.2,9
SC,Roebuck CDP,85.3,15.1
SC,Rowesville town,74.9,27.9
SC,Ruby town,81,7.4
SC,Russellville CDP,95.4,0
SC,St. Andrews CDP,89.9,23
SC,St. George town,80.7,26.9
SC,St. Matthews town,76.1,30.6
SC,St. Stephen town,80,34.9
SC,Salem town,79.2,3.6
SC,Salley town,82.7,22.2
SC,Saluda town,68.8,33.9
SC,Sangaree CDP,86.9,18.3
SC,Sans Souci CDP,73.3,33.1
SC,Santee town,84,29.8
SC,Saxon CDP,65.6,41.5
SC,Scotia town,85.8,13.5
SC,Scranton town,76.4,35.3
SC,Seabrook Island town,97.8,5.7
SC,Sellers town,60.5,31.4
SC,Seneca city,84.3,23.3
SC,Seven Oaks CDP,92.3,12.6
SC,Sharon town,89.4,9.3
SC,Shell Point CDP,96.6,22.4
SC,Shiloh CDP,70,3.8
SC,Silverstreet town,96.5,12.7
SC,Simpsonville city,91.3,7.3
SC,Six Mile town,87.3,14.8
SC,Slater-Marietta CDP,58.9,22.3
SC,Smoaks town,94,9.1
SC,Smyrna town,67.6,12.2
SC,Snelling town,85.6,13.2
SC,Socastee CDP,87.5,19.3
SC,Society Hill town,61.4,25.2
SC,South Congaree town,89.7,23.3
SC,Southern Shops CDP,54.6,54.4
SC,South Sumter CDP,75.6,34.4
SC,Spartanburg city,82.3,27.2
SC,Springdale CDP,71.3,23.2
SC,Springdale town,92.4,7.8
SC,Springfield town,79,24
SC,Starr town,85,4
SC,Startex CDP,62.3,0
SC,Stateburg CDP,92.1,7.2
SC,Stuckey town,86.3,9.2
SC,Sullivan's Island town,97.6,5.9
SC,Summerton town,76.6,28.4
SC,Summerville town,92.9,13
SC,Summit town,89.8,11.5
SC,Sumter city,84,18.6
SC,Surfside Beach town,91.7,13.5
SC,Swansea town,87.1,22.3
SC,Sycamore town,71.2,24.4
SC,Tatum town,95.5,10.1
SC,Taylors CDP,88.1,16.3
SC,Tega Cay city,98.1,1.5
SC,Tigerville CDP,100,33.3
SC,Timmonsville town,73.1,34.5
SC,Travelers Rest city,87.3,16.3
SC,Trenton town,82,22.2
SC,Troy town,86.5,13
SC,Turbeville town,81.9,31
SC,Ulmer town,89.3,11.1
SC,Union city,78.9,29.5
SC,Utica CDP,70.1,20
SC,Valley Falls CDP,89.6,21.5
SC,Vance town,88.3,45.1
SC,Varnville town,84.3,30.4
SC,Wade Hampton CDP,88.3,11.7
SC,Wagener town,78.1,36.8
SC,Walhalla city,64.5,42.9
SC,Wallace CDP,68.5,27.1
SC,Walterboro city,84.5,27.8
SC,Ward town,70.9,8.9
SC,Ware Place CDP,83.8,43.4
SC,Ware Shoals town,75.5,35.7
SC,Warrenville CDP,78,14.8
SC,Waterloo town,70.3,31.3
SC,Watts Mills CDP,76.2,30.4
SC,Wedgefield CDP,83.9,26.5
SC,Welcome CDP,72.2,20.1
SC,Wellford city,83.9,27.9
SC,West Columbia city,85.1,19.2
SC,Westminster city,80.6,17.6
SC,West Pelzer town,76.3,21.7
SC,West Union town,67.5,21.2
SC,Whitmire town,74.6,26.7
SC,Wilkinson Heights CDP,85.1,17.5
SC,Williams town,89.1,5.3
SC,Williamston town,87.6,10.8
SC,Willington CDP,90.1,51.6
SC,Williston town,80.7,33.9
SC,Windsor town,77.4,4.2
SC,Winnsboro town,82,23.8
SC,Winnsboro Mills CDP,54.9,39
SC,Woodfield CDP,85.8,18.5
SC,Woodford town,76,21.3
SC,Woodruff city,62.2,23.4
SC,Yemassee town,82.7,26.5
SC,York city,76.5,25.9
SD,Aberdeen city,91.7,12
SD,Agar town,100,14.1
SD,Agency Village CDP,85.7,28.8
SD,Akaska town,87.1,0
SD,Albee town,80,10
SD,Alcester city,83.8,5.4
SD,Alexandria city,95.8,8.9
SD,Allen CDP,36.9,94.1
SD,Alpena town,74.1,9.6
SD,Altamont town,70,0
SD,Anderson CDP,86,4.6
SD,Andover town,86.5,50
SD,Antelope CDP,60.7,40.9
SD,Arlington city,87.4,11.4
SD,Armour city,85.2,10
SD,Artas town,80,0
SD,Artesian town,73.6,10.1
SD,Ashland Heights CDP,95.4,10.3
SD,Ashton city,87.6,9.2
SD,Astoria town,89.9,13.5
SD,Aurora town,94.2,7.9
SD,Aurora Center CDP,82.4,0
SD,Avon city,92.8,5.1
SD,Badger town,96.3,8.8
SD,Baltic city,92.1,12.3
SD,Bancroft town,82.4,0
SD,Batesland town,78.6,55.1
SD,Bath CDP,100,0
SD,Bath Corner CDP,100,0
SD,Belle Fourche city,88.7,11.4
SD,Belvidere town,100,22.1
SD,Beresford city,92.1,3.7
SD,Big Stone City city,90,14.7
SD,Bijou Hills CDP,-,-
SD,Bison town,90.8,9.6
SD,Blackhawk CDP,92.1,11.1
SD,Blucksberg Mountain CDP,82.2,0
SD,Blunt city,91,18.2
SD,Bonesteel city,86.9,12
SD,Bowdle city,83.8,5.5
SD,Box Elder city,92,11.5
SD,Bradley town,72.4,5.1
SD,Brandon city,97.9,6.8
SD,Brandt town,91.8,11.8
SD,Brant Lake CDP,93.8,5.6
SD,Brentford town,90.2,3.8
SD,Bridgewater city,76,15.2
SD,Bristol city,89.5,11.5
SD,Britton city,89.9,5.2
SD,Broadland town,100,0
SD,Brookings city,94.9,19.5
SD,Bruce city,90.4,0
SD,Bryant city,85.2,9.7
SD,Buffalo town,95.3,7.2
SD,Buffalo Gap town,91.1,39.8
SD,Bullhead CDP,70.3,76.5
SD,Burke city,89.6,19.5
SD,Bushnell town,100,18
SD,Butler town,84.6,0
SD,Camp Crook town,96,38.8
SD,Canistota city,87.2,12.6
SD,Canova town,92.4,8
SD,Canton city,94.1,7.8
SD,Caputa CDP,-,-
SD,Carthage city,93.5,14.5
SD,Castlewood city,96.3,8.7
SD,Cavour town,96.4,9.4
SD,Centerville city,94.4,11.6
SD,Central City city,83.6,16.5
SD,Chamberlain city,89.6,11.4
SD,Chancellor town,91.5,8.3
SD,Chelsea town,100,0
SD,Chester CDP,91.1,1.8
SD,Claire City town,92.9,5
SD,Claremont town,92,5.8
SD,Clark city,86.8,11
SD,Clear Lake city,86.5,5.1
SD,Colman city,96.8,12.9
SD,Colome city,94.5,10.3
SD,Colonial Pine Hills CDP,95,6.7
SD,Colton city,92.3,13.9
SD,Columbia city,91.3,5.3
SD,Conde city,87.4,6
SD,Corn Creek CDP,64.5,55.6
SD,Corona town,91.1,8.8
SD,Corsica city,75.5,7.7
SD,Cottonwood town,100,0
SD,Cow Creek CDP,100,0
SD,Cresbard town,86.1,27
SD,Crocker CDP,-,-
SD,Crooks city,92.8,2.9
SD,Custer city,93.6,14
SD,Dakota Dunes CDP,97.5,5.3
SD,Dallas town,89,14.3
SD,Dante town,90.6,2
SD,Davis town,91.4,12.2
SD,Deadwood city,93.1,9.9
SD,Dell Rapids city,93.7,11.8
SD,Delmont city,89.4,10.2
SD,De Smet city,88.6,12.9
SD,Dimock town,95.1,18
SD,Doland city,90.5,0
SD,Dolton town,65,10.3
SD,Draper town,87.5,4.2
SD,Dupree city,84.3,28.4
SD,Eagle Butte city,86.3,51.5
SD,Eden town,84.6,15.1
SD,Edgemont city,88.5,31.8
SD,Egan city,87,34
SD,Elk Point city,87.8,9.1
SD,Elkton city,94.4,16.8
SD,Emery city,92.9,14.7
SD,Erwin town,98.1,53.7
SD,Estelline city,84.8,15.8
SD,Ethan town,91.6,6.3
SD,Eureka city,67.2,16.3
SD,Fairburn town,89.1,0
SD,Fairfax town,93.5,3.6
SD,Fairview town,80,17.3
SD,Faith city,86.8,17.8
SD,Farmer town,50,0
SD,Faulkton city,90.4,6.5
SD,Fedora CDP,100,0
SD,Ferney CDP,100,0
SD,Flandreau city,84.4,18.5
SD,Florence town,95.3,6.4
SD,Forestburg CDP,93.3,11.7
SD,Fort Pierre city,88.2,8.9
SD,Fort Thompson CDP,79.8,43.2
SD,Frankfort city,88.1,8.7
SD,Frederick town,86.4,17.3
SD,Freeman city,86.2,10.1
SD,Fruitdale town,83.9,4.8
SD,Fulton town,93.1,2.6
SD,Gann Valley CDP,100,16.7
SD,Garden City town,80.6,0
SD,Garretson city,94.9,5.2
SD,Gary city,82.1,11.2
SD,Gayville town,91.7,5.9
SD,Geddes city,87.4,9.3
SD,Gettysburg city,91.6,9.3
SD,Glenham town,93.2,13.2
SD,Goodwill CDP,74.6,35.3
SD,Goodwin town,89.3,13.3
SD,Green Grass CDP,100,0
SD,Green Valley CDP,84.5,2.8
SD,Gregory city,83.6,25.1
SD,Grenville town,71.6,27.8
SD,Groton city,95.8,1.8
SD,Hamill CDP,-,-
SD,Harrisburg city,97.5,10.1
SD,Harrison CDP,95.9,0
SD,Harrold town,90,1
SD,Hartford city,94.6,3.2
SD,Hayti town,92.2,2.4
SD,Hazel town,87.2,9.9
SD,Hecla city,85.5,12.8
SD,Henry town,93.1,11.4
SD,Hermosa town,92.1,14.8
SD,Herreid city,92.9,13.7
SD,Herrick town,76.5,39.5
SD,Hetland town,100,25.8
SD,Highmore city,90.6,7.9
SD,Hill City city,88.1,17.5
SD,Hillsview town,-,-
SD,Hitchcock town,90.3,8.4
SD,Hosmer city,78.6,27.1
SD,Hot Springs city,92.7,19
SD,Hoven town,83.8,16.9
SD,Howard city,87.7,7.7
SD,Hudson town,91.7,3.6
SD,Humboldt town,92.5,0.9
SD,Hurley city,97.7,13.9
SD,Huron city,81,24.3
SD,Interior town,95.8,0
SD,Ipswich city,89.2,6
SD,Irene city,88.9,14.7
SD,Iroquois city,91.4,7.4
SD,Isabel town,92.8,18.2
SD,Java town,86.7,16.1
SD,Jefferson city,91.7,4
SD,Johnson Siding CDP,92.3,0
SD,Kadoka city,90.8,17.8
SD,Kaylor CDP,100,0
SD,Kennebec town,96.2,12.3
SD,Keystone town,84.2,22.3
SD,Kidder CDP,-,-
SD,Kimball city,86.7,9.9
SD,Kranzburg town,93.5,4.5
SD,Kyle CDP,67.9,57.5
SD,La Bolt town,93.5,23
SD,Lake Andes city,86.5,36.1
SD,Lake City town,89.3,12.5
SD,Lake Madison CDP,96.7,18
SD,Lake Norden city,91,9.2
SD,Lake Poinsett CDP,97.3,0.7
SD,Lake Preston city,91.5,9
SD,Lane town,81.5,43.3
SD,Langford town,88.5,13.9
SD,La Plant CDP,51.4,58
SD,Lead city,91.8,10.3
SD,Lebanon town,85.7,0
SD,Lemmon city,83.1,20.6
SD,Lennox city,92.9,9.9
SD,Leola city,87.5,26.8
SD,Lesterville town,85.6,4.9
SD,Letcher town,98.4,10.2
SD,Lily town,100,0
SD,Little Eagle CDP,78,71.6
SD,Long Hollow CDP,86.6,39.3
SD,Long Lake town,94.1,0
SD,Loomis CDP,100,0
SD,Lower Brule CDP,75.4,55
SD,Lowry town,42.9,42.9
SD,McIntosh city,85.6,15.6
SD,McLaughlin city,80.3,29.1
SD,Madison city,92.5,21.9
SD,Manderson-White Horse Creek CDP,48.3,76.2
SD,Mansfield CDP,85.5,30.6
SD,Marion city,88.8,17.1
SD,Martin city,86.8,16.7
SD,Marty CDP,87.1,45
SD,Marvin town,72.7,0
SD,Meadow View Addition CDP,90.9,7.3
SD,Mellette city,97.7,11.5
SD,Menno city,74.7,16.1
SD,Midland town,90.5,14.5
SD,Milbank city,91.8,9.1
SD,Miller city,85.7,9.3
SD,Milltown CDP,100,0
SD,Mission city,82.3,50.8
SD,Mission Hill town,91.5,16.6
SD,Mitchell city,90.1,13.9
SD,Mobridge city,88.3,12.7
SD,Monroe town,84.5,28.6
SD,Montrose city,90.6,7.5
SD,Morningside CDP,61,9.7
SD,Morristown town,85.4,17.8
SD,Mound City town,84.5,9.9
SD,Mount Vernon city,92.2,16.6
SD,Murdo city,90.7,13
SD,Naples town,80,3.6
SD,New Effington town,87.5,18.8
SD,Newell city,88.9,21.8
SD,New Holland CDP,50,71.1
SD,New Underwood city,94.2,13.5
SD,New Witten town,90.4,5.3
SD,Nisland town,89.5,19.7
SD,Norris CDP,81.4,84.8
SD,North Eagle Butte CDP,82.5,35.2
SD,North Sioux City city,86.7,6.5
SD,North Spearfish CDP,95.8,9.8
SD,Northville town,100,0
SD,Nunda town,81.6,15.6
SD,Oacoma town,88.5,10.3
SD,Oelrichs town,83.9,10.2
SD,Oglala CDP,81.8,63.1
SD,Okaton CDP,100,0
SD,Okreek CDP,90.1,42.9
SD,Ola CDP,-,-
SD,Oldham city,94.5,5.6
SD,Olivet town,90.2,1.9
SD,Onaka town,100,33.3
SD,Onida city,94.9,4.7
SD,Orient town,93.9,9.5
